student_id,school_id,grade_level,subject,assessment_date,score,pass_fail
STU0094,SCH02,3,Reading,2026-03-21,60.1,Pass
STU0532,SCH08,3,Math,2026-03-24,69.2,Fail
STU0124,SCH07,8,Reading,2026-01-07,57.3,Pass
STU0105,SCH02,5,Science,2026-02-05,69.5,Fail
STU0141,SCH07,4,Reading,2025-06-22,85.6,Pass
STU0451,SCH06,8,Reading,2026-02-12,76.0,
STU0422,SCH08,4,Math,2025-12-18,,
STU0394,SCH06,6,Science,2026-02-15,63.0,Pass
STU0254,SCH05,8,Math,2025-11-08,,Fail
STU0028,SCH05,4,Reading,2025-11-22,88.3,Fail
STU0303,SCH01,4,Writing,2025-11-01,59.6,Pass
STU0541,SCH01,5,Science,2025-07-13,75.3,Pass
STU0397,SCH07,5,Reading,2025-08-29,,Pass
STU0018,SCH02,3,Science,2026-01-07,30.8,Pass
STU0041,SCH01,6,Science,2025-05-15,55.8,Fail
STU0434,SCH07,3,Reading,2025-05-11,55.2,Fail
STU0086,SCH05,3,Reading,2026-03-30,76.6,Fail
STU0401,SCH02,5,Writing,2025-10-22,66.6,Pass
STU0060,SCH04,3,Writing,2025-12-03,83.4,Pass
STU0317,SCH03,3,Math,2025-07-12,81.8,Pass
STU0012,SCH03,6,Science,2025-09-16,42.1,Fail
STU0171,SCH06,4,Science,2025-07-12,64.2,Pass
STU0031,SCH06,6,Science,2025-09-17,,Pass
STU0509,SCH08,7,Science,2025-09-26,66.3,Pass
STU0512,SCH03,5,Reading,2026-01-25,67.8,Pass
STU0234,SCH01,3,Math,2025-07-10,75.0,Pass
STU0048,SCH08,5,Writing,2025-07-17,76.3,Pass
STU0567,SCH07,4,Science,2025-09-11,63.5,Pass
STU0427,SCH06,5,Math,2026-02-02,61.2,Pass
STU0184,SCH04,7,Math,2025-11-26,64.7,Fail
STU0071,SCH08,5,Science,2025-04-17,59.1,Pass
STU0378,SCH04,5,Science,2026-02-25,84.8,Pass
STU0476,SCH06,7,Writing,2025-10-21,93.9,Pass
STU0155,SCH01,6,Math,2026-02-07,,
STU0555,SCH06,8,Math,2026-03-03,68.8,
STU0315,SCH02,4,Reading,2025-05-06,67.8,Fail
STU0504,SCH01,4,Science,2025-09-11,96.2,Fail
STU0382,SCH08,8,Math,2025-11-10,86.7,Pass
STU0518,SCH03,8,Writing,2025-05-22,85.3,Fail
STU0134,SCH04,5,Science,2025-05-24,76.8,Fail
STU0403,SCH06,5,Writing,2025-06-05,67.2,Pass
STU0140,SCH02,4,Math,2026-03-31,73.9,Pass
STU0461,SCH08,5,Writing,2025-10-26,78.3,Pass
STU0463,SCH05,6,Science,2025-09-20,77.7,Pass
STU0093,SCH03,8,Science,2025-05-28,78.7,
STU0221,SCH06,4,Math,2025-07-21,47.4,Pass
STU0365,SCH07,7,Math,2025-07-03,62.9,
STU0032,SCH07,6,Reading,2025-09-08,57.6,
STU0474,SCH02,4,Math,2025-08-07,96.2,Pass
STU0134,SCH04,6,Science,2025-09-07,70.1,Pass
STU0597,SCH05,3,Math,2025-04-12,,Fail
STU0132,SCH02,5,Math,2026-03-21,,Pass
STU0473,SCH01,4,Writing,2026-02-07,74.5,Pass
STU0392,SCH07,4,Science,2026-02-04,54.5,Pass
STU0192,SCH05,5,Writing,2025-12-23,71.0,
STU0303,SCH08,6,Writing,2026-01-03,65.3,Pass
STU0090,SCH05,6,Reading,2025-12-27,49.2,Pass
STU0557,SCH01,6,Science,2025-09-02,78.5,Fail
STU0558,SCH08,5,Science,2026-03-11,60.8,Fail
STU0225,SCH01,5,Math,2025-12-24,74.1,
STU0543,SCH06,7,Reading,2025-04-20,74.8,Pass
STU0273,SCH01,4,Writing,2025-05-09,66.9,Fail
STU0178,SCH03,4,Science,2025-07-14,76.0,Pass
STU0361,SCH03,7,Reading,2026-03-24,46.2,Fail
STU0556,SCH05,4,Writing,2026-03-30,,Pass
STU0021,SCH08,3,Science,2026-02-05,69.2,Pass
STU0134,SCH06,8,Reading,2025-08-25,93.2,Fail
STU0061,SCH01,4,Reading,2025-05-15,53.9,Pass
STU0539,SCH06,3,Science,2025-11-15,61.8,Pass
STU0345,SCH05,5,Reading,2025-04-07,46.8,Pass
STU0448,SCH08,8,Science,2026-03-17,86.1,Fail
STU0229,SCH03,6,Science,2026-03-27,103.1,Fail
STU0131,SCH03,8,Math,2026-02-09,102.7,Fail
STU0582,SCH01,4,Science,2025-10-09,56.4,Pass
STU0580,SCH02,6,Reading,2025-05-29,65.1,Fail
STU0328,SCH03,8,Math,2025-04-18,73.3,Fail
STU0458,SCH01,5,Reading,2025-07-23,68.0,Fail
STU0111,SCH01,3,Writing,2026-03-06,73.6,Fail
STU0430,SCH03,6,Writing,2026-03-24,78.3,Fail
STU0104,SCH08,7,Reading,2025-06-30,58.6,Pass
STU0463,SCH02,3,Science,2026-03-29,79.6,Pass
STU0076,SCH06,4,Writing,2025-10-12,69.5,Pass
STU0077,SCH02,5,Writing,2025-08-29,63.5,
STU0445,SCH03,3,Math,2025-04-13,52.7,Fail
STU0211,SCH04,6,Science,2026-03-14,61.3,Pass
STU0051,SCH07,7,Writing,2025-09-30,57.3,Pass
STU0056,SCH06,3,Writing,2026-01-13,91.8,Fail
STU0205,SCH02,3,Reading,2026-01-14,82.6,Pass
STU0299,SCH02,6,Math,2026-02-07,62.6,Fail
STU0272,SCH02,8,Writing,2026-01-04,82.1,Pass
STU0380,SCH07,5,Reading,2025-12-09,56.9,Fail
STU0270,SCH04,5,Math,2026-01-11,71.9,Pass
STU0100,SCH02,8,Science,2025-08-06,73.5,Pass
STU0567,SCH01,6,Writing,2025-07-26,,Fail
STU0587,SCH04,6,Science,2025-12-18,96.5,Pass
STU0515,SCH03,3,Writing,2025-11-04,83.4,Pass
STU0172,SCH04,4,Reading,2025-06-06,73.8,
STU0207,SCH03,7,Science,2025-07-25,69.6,Fail
STU0069,SCH02,6,Writing,2025-09-23,40.0,Fail
STU0013,SCH07,3,Writing,2025-11-09,,Pass
STU0152,SCH02,3,Math,2025-05-06,74.7,
STU0421,SCH05,6,Writing,2026-03-25,38.6,Fail
STU0039,SCH03,5,Writing,2025-08-04,80.7,Fail
STU0040,SCH07,5,Reading,2025-10-03,84.1,Pass
STU0487,SCH05,5,Math,2025-12-05,54.0,Fail
STU0288,SCH08,8,Math,2025-11-28,90.7,Pass
STU0138,SCH05,8,Writing,2025-05-26,70.0,Fail
STU0092,SCH04,6,Reading,2025-10-27,55.0,Fail
STU0497,SCH06,3,Reading,2025-10-13,89.6,Fail
STU0139,SCH01,4,Reading,2025-10-02,77.5,Pass
STU0060,SCH04,3,Writing,2025-08-27,81.5,Pass
STU0281,SCH06,6,Writing,2025-12-10,72.4,Pass
STU0032,SCH04,5,Writing,2026-01-03,60.2,Fail
STU0565,SCH06,5,Reading,2026-04-03,62.8,Fail
STU0093,SCH05,3,Writing,2026-01-03,96.0,Pass
STU0227,SCH04,8,Reading,2025-07-05,77.0,Fail
STU0420,SCH01,8,Math,2025-08-26,60.1,
STU0009,SCH04,5,Science,2025-09-09,69.3,
STU0434,SCH07,5,Writing,2026-01-27,67.8,Fail
STU0599,SCH02,3,Science,2025-11-25,84.8,Fail
STU0306,SCH02,6,Math,2025-07-29,61.8,Fail
STU0284,SCH05,8,Science,2025-05-29,78.3,Pass
STU0154,SCH04,3,Writing,2025-07-31,,Pass
STU0510,SCH05,5,Writing,2025-10-05,48.8,Fail
STU0398,SCH01,7,Reading,2026-02-20,54.9,Fail
STU0368,SCH05,4,Reading,2025-06-16,87.8,Fail
STU0100,SCH08,4,Science,2025-07-11,65.0,Pass
STU0344,SCH02,4,Science,2025-11-21,49.0,Pass
STU0315,SCH07,5,Science,2025-11-12,67.2,Pass
STU0482,SCH01,8,Math,2025-07-01,80.5,Fail
STU0200,SCH02,8,Writing,2025-07-31,52.8,Pass
STU0141,SCH04,5,Writing,2026-03-28,65.1,Fail
STU0147,SCH06,8,Reading,2026-02-02,71.1,Pass
STU0321,SCH01,3,Writing,2025-08-22,50.9,Fail
STU0215,SCH03,7,Reading,2025-09-08,42.6,Pass
STU0133,SCH07,8,Writing,2025-12-23,,Fail
STU0440,SCH08,6,Math,2025-05-16,77.7,Fail
STU0015,SCH06,7,Reading,2026-04-07,70.3,Pass
STU0005,SCH04,4,Science,2025-05-31,65.3,Fail
STU0172,SCH02,3,Science,2025-12-23,74.5,Fail
STU0467,SCH06,6,Reading,2026-01-16,50.2,Fail
STU0193,SCH03,6,Math,2025-12-15,95.0,Pass
STU0230,SCH03,4,Math,2025-09-03,60.3,Fail
STU0039,SCH07,8,Science,2025-09-16,63.1,Pass
STU0050,SCH02,8,Math,2026-01-30,75.1,Fail
STU0390,SCH02,7,Science,2026-03-03,70.2,Fail
STU0157,SCH04,8,Math,2025-12-01,,Fail
STU0141,SCH07,3,Math,2025-10-09,89.0,Fail
STU0117,SCH02,6,Reading,2025-07-03,47.8,Pass
STU0367,SCH07,5,Reading,2026-02-06,51.5,Pass
STU0562,SCH08,4,Writing,2025-08-29,67.5,Pass
STU0114,SCH08,4,Math,2025-08-14,69.0,Pass
STU0104,SCH05,8,Reading,2025-11-18,,Fail
STU0476,SCH01,3,Reading,2025-11-22,79.1,Pass
STU0298,SCH06,8,Science,2025-07-18,61.3,Pass
STU0010,SCH03,8,Reading,2025-12-10,71.3,Fail
STU0367,SCH08,7,Science,2025-04-15,72.8,Fail
STU0188,SCH02,6,Writing,2026-02-19,63.4,Fail
STU0279,SCH07,8,Writing,2026-01-04,74.7,Pass
STU0116,SCH03,8,Math,2025-08-29,47.4,Pass
STU0107,SCH07,7,Writing,2025-09-27,75.3,Pass
STU0389,SCH06,7,Math,2025-11-03,46.6,Pass
STU0495,SCH08,3,Writing,2025-09-14,62.9,Fail
STU0013,SCH04,8,Science,2025-06-12,70.0,Pass
STU0444,SCH04,6,Science,2025-08-12,,Pass
STU0572,SCH01,3,Reading,2025-12-26,49.6,Fail
STU0508,SCH03,3,Writing,2025-05-04,62.2,Fail
STU0052,SCH04,7,Writing,2025-12-19,80.1,
STU0241,SCH02,6,Writing,2025-05-18,73.2,Fail
STU0458,SCH06,3,Writing,2025-04-09,52.5,Pass
STU0106,SCH07,6,Math,2026-03-17,67.7,Pass
STU0312,SCH04,8,Writing,2025-06-04,67.9,Fail
STU0373,SCH01,4,Writing,2025-07-16,55.4,
STU0373,SCH08,3,Math,2025-09-18,90.3,Pass
STU0003,SCH06,5,Science,2025-12-28,54.1,Pass
STU0047,SCH03,6,Reading,2025-09-20,63.7,Fail
STU0110,SCH05,7,Reading,2025-05-24,,Fail
STU0221,SCH08,4,Science,2025-06-03,100.0,Pass
STU0425,SCH01,8,Math,2025-12-10,70.3,Pass
STU0511,SCH01,7,Math,2025-04-10,51.7,Fail
STU0600,SCH08,7,Reading,2025-08-04,64.7,Pass
STU0107,SCH07,8,Science,2025-12-10,59.3,Fail
STU0429,SCH04,5,Writing,2025-12-06,106.8,Fail
STU0137,SCH03,6,Science,2026-03-09,59.0,Fail
STU0567,SCH04,4,Reading,2026-02-21,59.2,Fail
STU0136,SCH03,7,Science,2026-01-19,59.3,Pass
STU0361,SCH08,7,Writing,2026-01-10,53.4,Fail
STU0433,SCH01,7,Math,2025-09-29,39.8,Pass
STU0391,SCH03,3,Math,2026-02-04,75.7,Pass
STU0294,SCH05,4,Math,2025-08-22,91.8,Fail
STU0209,SCH01,5,Writing,2026-01-22,92.1,Pass
STU0575,SCH07,4,Science,2026-02-18,86.1,Pass
STU0391,SCH07,6,Science,2025-08-28,72.9,Fail
STU0208,SCH08,4,Science,2025-07-28,66.9,Pass
STU0199,SCH05,6,Reading,2025-07-24,73.9,Pass
STU0527,SCH02,6,Math,2025-08-14,67.4,Fail
STU0286,SCH05,4,Reading,2026-01-22,58.1,Fail
STU0478,SCH03,3,Reading,2026-01-17,62.2,Fail
STU0053,SCH05,6,Science,2025-07-08,89.1,Pass
STU0189,SCH02,7,Reading,2025-10-31,78.4,Fail
STU0557,SCH07,3,Science,2026-04-06,69.9,Fail
STU0340,SCH06,5,Reading,2026-02-18,78.2,Fail
STU0575,SCH01,3,Science,2025-12-08,37.4,Pass
STU0041,SCH06,6,Math,2025-11-17,78.9,Fail
STU0263,SCH05,3,Science,2025-05-04,50.2,Fail
STU0045,SCH05,8,Reading,2025-12-20,66.4,Fail
STU0527,SCH02,3,Reading,2025-09-29,93.4,Pass
STU0068,SCH04,8,Reading,2025-08-17,63.4,
STU0107,SCH04,7,Writing,2025-10-19,46.5,Pass
STU0025,SCH08,8,Science,2025-11-17,39.7,Pass
STU0090,SCH02,3,Reading,2026-01-22,73.3,Pass
STU0265,SCH07,6,Writing,2026-03-09,49.6,Fail
STU0444,SCH06,3,Writing,2026-01-24,59.4,Pass
STU0600,SCH01,8,Math,2025-05-07,51.6,Fail
STU0515,SCH02,5,Science,2026-03-09,58.4,Fail
STU0391,SCH07,8,Math,2026-02-15,60.4,Fail
STU0161,SCH04,4,Writing,2025-06-09,76.5,Fail
STU0148,SCH05,8,Science,2026-01-31,40.1,Pass
STU0567,SCH03,3,Math,2025-10-28,88.2,
STU0313,SCH04,8,Science,2026-03-31,68.6,Pass
STU0423,SCH03,4,Reading,2026-01-04,73.2,Pass
STU0118,SCH03,8,Math,2025-05-18,96.0,Fail
STU0563,SCH02,5,Math,2026-03-22,68.0,Fail
STU0339,SCH06,4,Reading,2025-05-01,77.9,Pass
STU0292,SCH02,4,Science,2026-02-05,54.7,Fail
STU0599,SCH03,7,Science,2026-02-22,69.2,Fail
STU0439,SCH03,3,Science,2025-06-15,68.3,Fail
STU0284,SCH06,4,Science,2026-02-05,78.6,Fail
STU0474,SCH08,5,Science,2025-07-04,60.8,Pass
STU0288,SCH03,7,Reading,2025-08-16,68.6,Fail
STU0079,SCH02,3,Math,2025-08-07,75.6,Pass
STU0038,SCH05,7,Writing,2026-03-03,49.8,Pass
STU0375,SCH07,4,Science,2025-10-14,79.8,Pass
STU0407,SCH06,7,Math,2026-03-25,81.2,Pass
STU0170,SCH03,6,Reading,2026-02-27,83.7,Pass
STU0496,SCH06,3,Reading,2025-12-01,101.0,Fail
STU0238,SCH02,5,Science,2026-03-30,70.2,Fail
STU0398,SCH08,6,Math,2025-04-24,,Pass
STU0332,SCH02,8,Science,2025-05-23,74.0,Pass
STU0386,SCH07,5,Math,2025-09-09,57.9,
STU0386,SCH04,7,Writing,2025-11-21,,Fail
STU0494,SCH01,7,Reading,2025-11-15,92.1,Fail
STU0170,SCH04,3,Science,2025-10-09,70.3,Fail
STU0122,SCH04,6,Science,2025-06-04,77.4,Pass
STU0494,SCH08,6,Reading,2025-06-27,49.8,Fail
STU0023,SCH04,3,Reading,2025-07-07,56.3,Pass
STU0138,SCH01,7,Reading,2025-07-21,78.9,Pass
STU0530,SCH07,7,Math,2026-02-10,72.0,Fail
STU0088,SCH04,6,Writing,2026-02-28,74.2,
STU0147,SCH03,7,Science,2025-07-26,61.2,Pass
STU0351,SCH08,7,Math,2025-10-03,69.9,Pass
STU0017,SCH04,7,Writing,2025-12-09,82.7,Pass
STU0099,SCH03,6,Math,2025-05-30,81.3,Pass
STU0096,SCH08,8,Reading,2026-01-09,55.2,Pass
STU0442,SCH07,5,Math,2025-07-10,62.9,Fail
STU0391,SCH06,7,Math,2025-11-19,53.0,Fail
STU0138,SCH05,6,Reading,2025-12-18,73.3,Fail
STU0264,SCH04,3,Math,2026-03-03,64.6,Pass
STU0533,SCH01,6,Reading,2025-05-27,,Fail
STU0110,SCH03,6,Science,2025-09-16,55.9,Fail
STU0549,SCH07,7,Science,2025-06-13,32.5,
STU0209,SCH07,7,Writing,2025-07-14,37.9,Pass
STU0380,SCH08,5,Science,2026-02-10,45.1,Fail
STU0142,SCH02,8,Reading,2025-07-25,55.9,Fail
STU0166,SCH02,4,Writing,2025-04-12,74.1,Pass
STU0165,SCH07,8,Math,2026-01-30,41.7,Pass
STU0149,SCH08,7,Writing,2026-02-12,78.0,Fail
STU0082,SCH01,8,Writing,2025-07-03,74.2,
STU0534,SCH05,8,Math,2025-05-25,94.2,Fail
STU0450,SCH01,4,Science,2026-03-16,58.7,Pass
STU0035,SCH04,7,Reading,2025-05-17,61.5,Pass
STU0162,SCH02,5,Writing,2025-07-09,55.4,Fail
STU0405,SCH07,7,Reading,2025-11-24,43.6,Pass
STU0093,SCH05,8,Science,2026-03-01,65.3,Fail
STU0284,SCH04,7,Reading,2026-03-18,53.4,
STU0268,SCH03,6,Math,2025-11-22,72.3,Pass
STU0516,SCH05,5,Math,2026-02-27,80.3,Fail
STU0454,SCH07,7,Writing,2025-07-22,32.5,
STU0348,SCH08,8,Writing,2025-12-20,91.8,Fail
STU0120,SCH05,3,Writing,2025-05-13,49.9,Pass
STU0236,SCH06,6,Science,2025-10-29,65.9,Fail
STU0255,SCH05,3,Writing,2025-10-13,67.8,Fail
STU0078,SCH03,6,Science,2025-11-03,48.7,
STU0188,SCH04,6,Reading,2025-12-09,93.3,Pass
STU0248,SCH05,4,Reading,2025-10-11,71.3,Fail
STU0160,SCH02,3,Math,2025-12-04,78.9,Fail
STU0007,SCH01,6,Science,2026-01-26,55.3,Fail
STU0503,SCH03,7,Science,2025-07-09,56.0,Fail
STU0228,SCH03,3,Writing,2025-09-01,49.5,Fail
STU0404,SCH03,6,Math,2025-11-27,70.5,Fail
STU0324,SCH01,3,Reading,2025-05-03,63.0,Fail
STU0266,SCH03,7,Science,2025-07-17,72.8,Pass
STU0276,SCH08,7,Science,2026-03-20,56.3,Pass
STU0430,SCH06,5,Writing,2026-02-05,81.2,Fail
STU0462,SCH03,7,Reading,2025-11-22,90.6,Pass
STU0277,SCH04,7,Writing,2025-12-18,65.0,Fail
STU0201,SCH03,8,Reading,2025-08-08,65.9,Fail
STU0512,SCH03,8,Science,2025-12-14,68.4,Fail
STU0308,SCH05,7,Math,2025-07-21,49.5,Pass
STU0221,SCH05,6,Math,2025-06-14,81.7,Fail
STU0343,SCH05,5,Science,2025-10-29,,Fail
STU0353,SCH01,6,Math,2025-06-28,55.1,Fail
STU0204,SCH03,5,Science,2026-04-06,59.9,Fail
STU0081,SCH07,7,Science,2025-11-15,84.0,Fail
STU0149,SCH03,8,Science,2025-04-12,49.8,Fail
STU0074,SCH02,4,Science,2025-11-09,77.7,Pass
STU0322,SCH06,8,Science,2025-07-22,63.0,Fail
STU0278,SCH08,5,Writing,2025-12-22,48.2,Fail
STU0172,SCH03,3,Reading,2025-04-28,64.9,Pass
STU0216,SCH03,6,Math,2025-04-19,46.1,Pass
STU0066,SCH08,7,Math,2025-05-06,82.9,Pass
STU0107,SCH05,7,Reading,2025-12-29,70.5,Pass
STU0400,SCH05,4,Reading,2025-08-13,66.7,Pass
STU0135,SCH03,3,Math,2025-07-07,51.8,Fail
STU0334,SCH08,6,Science,2025-04-08,60.3,Pass
STU0468,SCH07,7,Science,2025-05-05,65.6,
STU0494,SCH04,3,Writing,2026-02-24,62.5,Pass
STU0311,SCH01,3,Reading,2025-09-16,82.5,Fail
STU0294,SCH08,7,Math,2025-05-11,61.3,Fail
STU0307,SCH01,6,Science,2026-02-05,51.9,
STU0008,SCH06,4,Writing,2025-08-15,79.9,Pass
STU0168,SCH07,6,Reading,2025-07-02,57.2,Fail
STU0082,SCH07,8,Reading,2025-09-27,41.2,Fail
STU0292,SCH05,6,Reading,2026-02-08,65.2,Pass
STU0187,SCH03,5,Math,2025-04-18,54.4,Fail
STU0504,SCH04,5,Math,2025-11-24,52.2,Pass
STU0051,SCH01,4,Math,2025-05-05,66.4,Fail
STU0009,SCH04,3,Reading,2026-02-26,75.6,Pass
STU0506,SCH04,5,Writing,2025-06-02,57.9,Fail
STU0475,SCH01,5,Math,2025-10-24,92.9,Pass
STU0058,SCH05,6,Math,2025-05-03,,
STU0391,SCH01,3,Reading,2025-06-15,65.5,
STU0454,SCH04,8,Math,2025-09-04,75.7,Pass
STU0534,SCH04,6,Writing,2025-12-06,91.2,
STU0331,SCH03,8,Math,2025-12-08,67.4,Pass
STU0260,SCH08,8,Science,2025-11-02,49.1,Pass
STU0370,SCH01,8,Reading,2025-05-12,78.9,Fail
STU0333,SCH01,4,Science,2026-02-04,66.2,Pass
STU0406,SCH04,3,Math,2026-01-14,47.9,Pass
STU0381,SCH02,4,Reading,2025-11-19,56.8,Fail
STU0094,SCH06,8,Math,2026-01-13,88.1,Pass
STU0129,SCH08,4,Science,2026-02-24,75.9,Fail
STU0450,SCH04,3,Writing,2025-05-15,62.9,Pass
STU0497,SCH08,7,Science,2025-07-24,74.3,Fail
STU0195,SCH03,7,Science,2025-07-29,60.5,Pass
STU0071,SCH03,6,Science,2025-11-21,83.1,Fail
STU0555,SCH06,6,Math,2026-03-23,70.9,Pass
STU0020,SCH06,7,Reading,2026-02-04,50.4,Fail
STU0065,SCH07,4,Writing,2026-01-01,68.9,Fail
STU0331,SCH07,8,Science,2025-06-06,59.4,Pass
STU0099,SCH02,3,Reading,2026-03-03,69.6,Pass
STU0498,SCH04,3,Math,2025-10-07,71.4,Fail
STU0502,SCH05,3,Science,2025-11-15,72.4,Pass
STU0214,SCH08,3,Writing,2025-11-23,91.5,Pass
STU0370,SCH07,5,Math,2025-08-27,,Pass
STU0073,SCH05,3,Reading,2026-01-30,57.4,Pass
STU0104,SCH04,7,Writing,2025-06-21,74.8,Pass
STU0584,SCH03,7,Writing,2025-09-01,,Pass
STU0591,SCH06,8,Writing,2025-07-25,63.3,Pass
STU0171,SCH03,7,Writing,2025-09-01,52.9,Fail
STU0162,SCH08,5,Science,2026-03-31,19.6,Fail
STU0423,SCH07,8,Science,2025-09-14,52.2,Pass
STU0577,SCH04,6,Science,2025-04-12,57.5,Fail
STU0001,SCH01,5,Math,2025-06-27,80.7,
STU0310,SCH01,5,Reading,2026-02-21,70.9,Fail
STU0567,SCH03,3,Math,2025-05-30,80.7,
STU0365,SCH03,4,Science,2026-01-25,54.7,Pass
STU0263,SCH05,3,Writing,2026-01-22,82.7,
STU0080,SCH06,6,Reading,2025-10-01,36.0,Pass
STU0308,SCH01,8,Writing,2025-07-25,70.4,Pass
STU0058,SCH06,5,Writing,2025-08-23,41.9,Pass
STU0012,SCH07,3,Science,2026-01-06,83.1,Pass
STU0327,SCH03,5,Reading,2025-11-22,80.8,Fail
STU0457,SCH02,4,Writing,2025-10-24,86.4,Fail
STU0404,SCH03,4,Science,2026-03-22,85.0,Pass
STU0562,SCH07,5,Math,2025-09-28,77.7,Fail
STU0514,SCH07,8,Reading,2025-11-07,,Pass
STU0500,SCH07,8,Reading,2025-06-21,50.9,
STU0249,SCH02,5,Writing,2025-10-09,52.8,Pass
STU0116,SCH07,6,Science,2025-08-01,98.5,Fail
STU0196,SCH06,5,Math,2025-09-03,69.1,Fail
STU0453,SCH03,6,Math,2025-10-01,58.9,Pass
STU0205,SCH06,4,Math,2025-04-08,71.8,Pass
STU0295,SCH01,5,Math,2026-02-04,71.3,Fail
STU0461,SCH08,3,Science,2025-08-19,72.7,Pass
STU0560,SCH05,7,Writing,2026-02-16,86.0,
STU0019,SCH07,7,Math,2025-04-22,,Pass
STU0278,SCH01,6,Math,2026-01-08,73.3,Pass
STU0398,SCH05,8,Science,2025-09-26,69.9,Fail
STU0237,SCH07,7,Math,2025-08-24,65.8,Fail
STU0497,SCH02,4,Reading,2026-02-26,51.4,Pass
STU0041,SCH04,7,Science,2025-04-24,67.9,Fail
STU0502,SCH07,8,Reading,2025-08-24,,Fail
STU0310,SCH04,7,Science,2025-08-13,70.6,
STU0264,SCH07,3,Science,2025-07-04,70.1,Fail
STU0141,SCH02,8,Writing,2025-04-23,,Pass
STU0428,SCH04,7,Reading,2025-10-19,56.4,
STU0460,SCH03,4,Reading,2026-01-03,73.8,Pass
STU0142,SCH05,8,Reading,2026-03-19,38.3,Pass
STU0579,SCH03,5,Math,2026-01-28,82.0,Pass
STU0189,SCH06,4,Math,2025-06-01,71.0,Fail
STU0422,SCH05,6,Science,2025-11-15,37.2,
STU0193,SCH02,4,Reading,2026-02-08,111.2,Fail
STU0581,SCH04,7,Reading,2025-11-27,75.2,Pass
STU0027,SCH06,3,Writing,2026-01-16,87.3,Fail
STU0383,SCH03,6,Writing,2025-09-20,89.7,Fail
STU0141,SCH03,4,Reading,2025-11-14,93.0,Pass
STU0277,SCH07,4,Reading,2026-04-03,73.1,Pass
STU0068,SCH03,6,Writing,2025-06-08,56.5,Pass
STU0438,SCH07,3,Writing,2025-08-08,40.1,Fail
STU0404,SCH01,7,Math,2025-04-24,,Pass
STU0252,SCH07,8,Math,2025-08-26,76.4,Fail
STU0529,SCH01,4,Science,2025-09-17,39.1,Fail
STU0473,SCH03,6,Science,2025-06-14,79.6,Pass
STU0530,SCH03,6,Writing,2025-08-01,,Pass
STU0600,SCH03,6,Writing,2025-10-11,77.5,Fail
STU0462,SCH01,4,Writing,2025-10-14,48.0,Pass
STU0466,SCH02,5,Science,2025-09-29,55.3,Pass
STU0127,SCH02,3,Writing,2025-04-10,,Fail
STU0524,SCH03,6,Writing,2026-04-06,63.3,Pass
STU0175,SCH06,7,Reading,2025-06-16,72.4,Pass
STU0430,SCH05,5,Writing,2025-08-29,75.1,Fail
STU0186,SCH02,4,Reading,2025-10-04,93.5,Pass
STU0470,SCH08,6,Math,2026-03-08,68.6,Fail
STU0244,SCH04,7,Writing,2025-05-18,52.5,Pass
STU0251,SCH05,7,Reading,2026-01-07,72.6,Pass
STU0190,SCH03,3,Science,2025-07-16,96.6,Fail
STU0340,SCH02,3,Math,2025-08-27,74.7,Fail
STU0183,SCH03,8,Science,2025-11-03,50.4,Pass
STU0467,SCH06,3,Math,2025-04-11,53.2,Fail
STU0331,SCH06,6,Math,2025-06-13,69.5,Pass
STU0300,SCH08,4,Math,2025-07-06,39.2,Fail
STU0338,SCH07,7,Reading,2025-07-10,61.1,Pass
STU0586,SCH02,6,Science,2026-03-26,48.5,
STU0325,SCH05,7,Science,2025-05-28,,Fail
STU0533,SCH08,6,Reading,2025-09-18,58.8,Pass
STU0298,SCH04,3,Math,2025-05-11,88.8,Pass
STU0213,SCH07,6,Math,2026-01-29,,
STU0359,SCH04,3,Reading,2025-07-17,63.8,Pass
STU0316,SCH05,7,Science,2025-09-06,57.3,Pass
STU0117,SCH06,5,Writing,2026-02-18,64.7,Pass
STU0180,SCH04,5,Science,2025-12-13,47.5,Fail
STU0486,SCH01,8,Reading,2025-08-27,47.1,Fail
STU0474,SCH07,8,Math,2025-04-16,70.4,Fail
STU0579,SCH06,7,Math,2025-08-10,73.9,Fail
STU0068,SCH03,5,Math,2026-04-03,90.0,Fail
STU0385,SCH03,7,Writing,2025-10-23,70.9,Fail
STU0323,SCH01,5,Writing,2025-11-09,74.9,Pass
STU0509,SCH04,5,Writing,2026-01-27,74.1,Fail
STU0180,SCH02,5,Math,2025-04-12,56.8,
STU0095,SCH08,7,Math,2026-01-01,77.9,Pass
STU0195,SCH06,6,Science,2026-02-23,37.0,Fail
STU0147,SCH02,7,Reading,2025-11-13,69.1,Fail
STU0535,SCH02,3,Science,2025-12-25,71.9,
STU0090,SCH06,6,Math,2025-10-17,88.4,
STU0024,SCH05,8,Reading,2025-09-24,83.4,Fail
STU0206,SCH04,5,Science,2025-10-19,42.7,Pass
STU0280,SCH03,4,Science,2025-05-22,62.8,
STU0016,SCH02,4,Science,2025-09-21,56.6,Fail
STU0588,SCH04,4,Math,2025-06-03,64.4,Fail
STU0347,SCH08,3,Reading,2025-10-13,99.9,Pass
STU0109,SCH07,3,Math,2025-08-10,,Fail
STU0402,SCH03,8,Writing,2025-06-22,58.3,Pass
STU0547,SCH02,6,Reading,2025-05-04,59.3,Pass
STU0480,SCH02,6,Science,2026-04-06,58.6,Fail
